日期,NTD/USD
20080102,32.443
20080103,32.431
20080104,32.439
20080107,32.466
20080108,32.457
20080109,32.466
20080110,32.487
20080111,32.466
20080114,32.37
20080115,32.26
20080116,32.272
20080117,32.278
20080118,32.315
20080121,32.348
20080122,32.439
20080123,32.405
20080124,32.352
20080125,32.3
20080128,32.345
20080129,32.314
20080130,32.248
20080131,32.198
20080201,32.178
20080204,32.07
20080205,32.01
20080212,31.884
20080213,31.688
20080214,31.7
20080215,31.74
20080218,31.746
20080219,31.698
20080220,31.648
20080221,31.521
20080222,31.495
20080225,31.388
20080226,31.21
20080227,30.929
20080229,30.95
20080303,31.102
20080304,30.95
20080305,30.879
20080306,30.748
20080307,30.75
20080310,30.658
20080311,30.624
20080312,30.69
20080313,30.686
20080314,30.744
20080317,30.85
20080318,30.747
20080319,30.72
20080320,30.692
20080321,30.55
20080324,30.229
20080325,30.1
20080326,30.01
20080327,30.18
20080328,30.402
20080331,30.405
20080401,30.318
20080402,30.38
20080403,30.43
20080407,30.418
20080408,30.524
20080409,30.465
20080410,30.308
20080411,30.319
20080414,30.325
20080415,30.266
20080416,30.255
20080417,30.275
20080418,30.284
20080421,30.288
20080422,30.288
20080423,30.293
20080424,30.297
20080425,30.34
20080428,30.412
20080429,30.408
20080430,30.449
20080502,30.455
20080505,30.498
20080506,30.49
20080507,30.521
20080508,30.824
20080509,30.653
20080512,30.85
20080513,30.873
20080514,31.002
20080515,30.88
20080516,30.66
20080519,30.548
20080520,30.584
20080521,30.499
20080522,30.38
20080523,30.5
20080526,30.507
20080527,30.54
20080528,30.512
20080529,30.456
20080530,30.413
20080602,30.219
20080603,30.29
20080604,30.35
20080605,30.392
20080606,30.335
20080609,30.299
20080610,30.36
20080611,30.375
20080612,30.451
20080613,30.451
20080616,30.389
20080617,30.317
20080618,30.353
20080619,30.38
20080620,30.382
20080623,30.401
20080624,30.437
20080625,30.38
20080626,30.383
20080627,30.388
20080630,30.354
20080701,30.36
20080702,30.372
20080703,30.39
20080704,30.401
20080707,30.399
20080708,30.397
20080709,30.399
20080710,30.418
20080711,30.392
20080714,30.404
20080715,30.39
20080716,30.382
20080717,30.359
20080718,30.36
20080721,30.363
20080722,30.381
20080723,30.394
20080724,30.418
20080725,30.407
20080729,30.465
20080730,30.51
20080731,30.59
20080801,30.645
20080804,30.666
20080805,30.721
20080806,30.738
20080807,30.87
20080808,31.09
20080811,31.166
20080812,31.189
20080813,31.15
20080814,31.24
20080815,31.33
20080818,31.307
20080819,31.389
20080820,31.39
20080821,31.389
20080822,31.37
20080825,31.43
20080826,31.489
20080827,31.481
20080828,31.479
20080829,31.52
20080901,31.593
20080902,31.75
20080903,31.835
20080904,31.761
20080905,31.875
20080908,31.799
20080909,31.872
20080910,31.863
20080911,32.04
20080912,32.041
20080915,32.039
20080916,32.07
20080917,32.082
20080918,32.218
20080919,32.158
20080922,32.03
20080923,31.937
20080924,31.961
20080925,31.998
20080926,32.045
20080930,32.13
20081001,32.029
20081002,32.16
20081003,32.187
20081006,32.343
20081007,32.35
20081008,32.448
20081009,32.437
20081013,32.388
20081014,32.388
20081015,32.4
20081016,32.537
20081017,32.55
20081020,32.58
20081021,32.697
20081022,32.99
20081023,33.296
20081024,33.412
20081027,33.497
20081028,33.438
20081029,33.295
20081030,32.799
20081031,33
20081103,32.898
20081104,32.869
20081105,32.83
20081106,32.819
20081107,32.824
20081110,32.823
20081111,32.874
20081112,32.994
20081113,33.177
20081114,33.079
20081117,33.17
20081118,33.234
20081119,33.265
20081120,33.405
20081121,33.388
20081124,33.421
20081125,33.352
20081126,33.306
20081127,33.302
20081128,33.295
20081201,33.35
20081202,33.489
20081203,33.528
20081204,33.55
20081205,33.549
20081208,33.517
20081209,33.546
20081210,33.449
20081211,33.309
20081212,33.315
20081215,33.199
20081216,33.03
20081217,32.72
20081218,32.471
20081219,32.53
20081222,32.93
20081223,33.085
20081224,33.045
20081225,33.03
20081226,33.025
20081229,33
20081230,32.865
20081231,32.86
20090105,33.005
20090106,33.054
20090107,32.98
20090108,33.115
20090109,33.155
20090110,33.16
20090112,33.235
20090113,33.265
20090114,33.258
20090115,33.379
20090116,33.36
20090117,33.501
20090119,33.535
20090120,33.639
20090121,33.634
20090122,33.55
20090123,33.801
20090202,33.749
20090203,33.72
20090204,33.67
20090205,33.705
20090206,33.75
20090209,33.961
20090210,33.967
20090211,34.001
20090212,34.025
20090213,34.05
20090216,34.28
20090217,34.62
20090218,34.65
20090219,34.675
20090220,34.808
20090223,34.628
20090224,34.797
20090225,34.747
20090226,34.85
20090227,34.95
20090302,35.174
20090303,35.095
20090304,35.067
20090305,34.945
20090306,34.78
20090309,34.815
20090310,34.6
20090311,34.515
20090312,34.494
20090313,34.495
20090316,34.416
20090317,34.278
20090318,34.156
20090319,33.924
20090320,33.8
20090323,33.785
20090324,33.788
20090325,33.888
20090326,33.82
20090327,33.779
20090330,34.015
20090331,33.917
20090401,33.835
20090402,33.58
20090403,33.38
20090406,33.25
20090407,33.569
20090408,33.9
20090409,33.777
20090410,33.795
20090413,33.697
20090414,33.62
20090415,33.79
20090416,33.8
20090417,33.816
20090420,33.83
20090421,33.86
20090422,33.86
20090423,33.82
20090424,33.711
20090427,33.73
20090428,33.795
20090429,33.658
20090430,33.233
20090504,33.192
20090505,33.133
20090506,33.18
20090507,33.132
20090508,33.04
20090511,32.889
20090512,32.893
20090513,32.89
20090514,32.955
20090515,32.95
20090518,32.994
20090519,32.882
20090520,32.855
20090521,32.738
20090522,32.679
20090525,32.626
20090526,32.66
20090527,32.65
20090601,32.375
20090602,32.534
20090603,32.505
20090604,32.597
20090605,32.607
20090606,32.72
20090608,32.875
20090609,32.853
20090610,32.715
20090611,32.798
20090612,32.8
20090615,32.94
20090616,32.885
20090617,32.889
20090618,32.904
20090619,32.878
20090622,32.898
20090623,32.925
20090624,32.862
20090625,32.97
20090626,32.925
20090629,32.943
20090630,32.818
20090701,32.785
20090702,32.947
20090703,32.89
20090706,32.988
20090707,32.989
20090708,33.036
20090709,32.97
20090710,33.05
20090713,33.193
20090714,33.09
20090715,32.975
20090716,32.959
20090717,32.955
20090720,32.794
20090721,32.799
20090722,32.875
20090723,32.802
20090724,32.955
20090727,32.82
20090728,32.743
20090729,32.871
20090730,32.857
20090731,32.818
20090803,32.768
20090804,32.674
20090805,32.72
20090806,32.792
20090810,32.818
20090811,32.855
20090812,32.95
20090813,32.898
20090814,32.895
20090817,32.985
20090818,32.964
20090819,33.01
20090820,32.966
20090821,32.906
20090824,32.863
20090825,32.92
20090826,32.924
20090827,32.916
20090828,32.925
20090831,32.923
20090901,32.857
20090902,32.918
20090903,32.907
20090904,32.905
20090907,32.865
20090908,32.76
20090909,32.745
20090910,32.649
20090911,32.628
20090914,32.668
20090915,32.637
20090916,32.492
20090917,32.41
20090918,32.458
20090921,32.419
20090922,32.386
20090923,32.369
20090924,32.395
20090925,32.428
20090928,32.475
20090929,32.376
20090930,32.2
20091001,32.319
20091002,32.35
20091005,32.255
20091006,32.18
20091007,32.18
20091008,32.143
20091009,32.24
20091012,32.29
20091013,32.302
20091014,32.242
20091015,32.218
20091016,32.3
20091019,32.325
20091020,32.275
20091021,32.359
20091022,32.403
20091023,32.398
20091026,32.394
20091027,32.48
20091028,32.496
20091029,32.58
20091030,32.535
20091102,32.553
20091103,32.575
20091104,32.558
20091105,32.536
20091106,32.509
20091109,32.365
20091110,32.349
20091111,32.31
20091112,32.33
20091113,32.339
20091116,32.198
20091117,32.12
20091118,32.128
20091119,32.29
20091120,32.35
20091123,32.267
20091124,32.288
20091125,32.236
20091126,32.244
20091127,32.345
20091130,32.185
20091201,32.199
20091202,32.17
20091203,32.15
20091204,32.17
20091207,32.28
20091208,32.35
20091209,32.349
20091210,32.308
20091211,32.278
20091214,32.31
20091215,32.281
20091216,32.328
20091217,32.348
20091218,32.38
20091221,32.384
20091222,32.355
20091223,32.36
20091224,32.3
20091225,32.274
20091228,32.294
20091229,32.29
20091230,32.238
20091231,32.03
20100104,31.898
20100105,31.86
20100106,31.875
20100107,31.877
20100108,31.88
20100111,31.78
20100112,31.79
20100113,31.809
20100114,31.755
20100115,31.828
20100118,31.79
20100119,31.8
20100120,31.99
20100121,31.919
20100122,31.98
20100125,31.97
20100126,32.055
20100127,32.08
20100128,31.999
20100129,31.99
20100201,32.101
20100202,32.06
20100203,32
20100204,32.02
20100205,32.187
20100206,32.184
20100208,32.195
20100209,32.1
20100210,32.066
20100211,32.045
20100212,32.1
20100222,32.099
20100223,32.05
20100224,32.09
20100225,32.12
20100226,32.085
20100301,32.048
20100302,32.039
20100303,32.004
20100304,31.988
20100305,32.02
20100308,31.89
20100309,31.85
20100310,31.847
20100311,31.847
20100312,31.84
20100315,31.82
20100316,31.82
20100317,31.747
20100318,31.825
20100319,31.799
20100322,31.886
20100323,31.85
20100324,31.845
20100325,31.88
20100326,31.88
20100329,31.815
20100330,31.81
20100331,31.819
20100401,31.788
20100402,31.759
20100406,31.695
20100407,31.628
20100408,31.701
20100409,31.615
20100412,31.56
20100413,31.58
20100414,31.46
20100415,31.375
20100416,31.39
20100419,31.492
20100420,31.447
20100421,31.388
20100422,31.398
20100423,31.46
20100426,31.359
20100427,31.412
20100428,31.539
20100429,31.45
20100430,31.418
20100503,31.519
20100504,31.46
20100505,31.6
20100506,31.749
20100507,31.85
20100510,31.6
20100511,31.829
20100512,31.893
20100513,31.778
20100514,31.848
20100517,32.1
20100518,31.978
20100519,32.098
20100520,32.175
20100521,32.25
20100524,32.175
20100525,32.385
20100526,32.345
20100527,32.187
20100528,32.175
20100531,32.225
20100601,32.418
20100602,32.315
20100603,32.275
20100604,32.35
20100607,32.528
20100608,32.51
20100609,32.52
20100610,32.49
20100611,32.439
20100614,32.351
20100615,32.338
20100617,32.31
20100618,32.19
20100621,31.999
20100622,32.094
20100623,32.189
20100624,32.216
20100625,32.18
20100628,32.175
20100629,32.279
20100630,32.278
20100701,32.297
20100702,32.278
20100705,32.22
20100706,32.2
20100707,32.22
20100708,32.185
20100709,32.125
20100712,32.25
20100713,32.3
20100714,32.192
20100715,32.187
20100716,32.143
20100719,32.155
20100720,32.155
20100721,32.15
20100722,32.19
20100723,32.152
20100726,32.12
20100727,32.09
20100728,32.07
20100729,32.068
20100730,32.05
20100802,31.868
20100803,31.85
20100804,31.87
20100805,31.85
20100806,31.819
20100809,31.782
20100810,31.855
20100811,31.88
20100812,31.99
20100813,31.96
20100816,32.01
20100817,31.97
20100818,31.966
20100819,31.93
20100820,31.935
20100823,31.968
20100824,32.08
20100825,32.055
20100826,32.037
20100827,32.03
20100830,32.06
20100831,32.102
20100901,32.075
20100902,32.04
20100903,32.018
20100906,31.948
20100907,32.016
20100908,31.979
20100909,31.939
20100910,31.91
20100913,31.85
20100914,31.815
20100915,31.798
20100916,31.8
20100917,31.739
20100920,31.752
20100921,31.765
20100923,31.6
20100924,31.62
20100927,31.47
20100928,31.5
20100929,31.38
20100930,31.33
20101001,31.31
20101004,31.25
20101005,31.252
20101006,31.132
20101007,31.042
20101008,31.095
20101011,30.998
20101012,31.07
20101013,30.96
20101014,30.77
20101015,30.793
20101018,30.885
20101019,30.9
20101020,30.93
20101021,30.869
20101022,30.91
20101025,30.73
20101026,30.76
20101027,30.9
20101028,30.824
20101029,30.782
20101101,30.695
20101102,30.709
20101103,30.65
20101104,30.59
20101105,30.56
20101108,30.636
20101109,30.63
20101110,30.6
20101111,30.532
20101112,30.762
20101115,30.732
20101116,30.732
20101117,30.793
20101118,30.733
20101119,30.673
20101122,30.628
20101123,30.799
20101124,30.8
20101125,30.8
20101126,30.83
20101129,30.8
20101130,30.85
20101201,30.852
20101202,30.788
20101203,30.745
20101206,30.625
20101207,30.63
20101208,30.706
20101209,30.555
20101210,30.585
20101213,30.6
20101214,30.45
20101215,30.5
20101216,30.545
20101217,30.51
20101220,30.601
20101221,30.6
20101222,30.605
20101223,30.485
20101224,30.485
20101227,30.425
20101228,30.396
20101229,30.367
20101230,30.217
20101231,30.368
20110103,30.2
20110104,30.201
20110105,30.211
20110106,30.101
20110107,29.8
20110110,29.8
20110111,29.7
20110112,29.6
20110113,29.605
20110114,29.6
20110117,29.5
20110118,29.45
20110119,29.45
20110120,29.46
20110121,29.42
20110124,29.32
20110125,29.29
20110126,29.3
20110127,29.31
20110128,29.28
20110131,29.3
20110201,29.2
20110208,29.16
20110209,29.1
20110210,29.12
20110211,29.23
20110214,29.329
20110215,29.469
20110216,29.47
20110217,29.432
20110218,29.408
20110221,29.366
20110222,29.557
20110223,29.572
20110224,29.76
20110225,29.754
20110301,29.66
20110302,29.665
20110303,29.542
20110304,29.462
20110307,29.426
20110308,29.437
20110309,29.395
20110310,29.506
20110311,29.599
20110314,29.509
20110315,29.559
20110316,29.556
20110317,29.574
20110318,29.6
20110321,29.572
20110322,29.542
20110323,29.585
20110324,29.583
20110325,29.488
20110328,29.499
20110329,29.477
20110330,29.51
20110331,29.418
20110401,29.32
20110406,29.15
20110407,29.05
20110408,28.991
20110411,28.992
20110412,29.112
20110413,29.089
20110414,29.041
20110415,29.05
20110418,29.089
20110419,29.125
20110420,29.025
20110421,28.926
20110422,28.93
20110425,28.93
20110426,28.939
20110427,28.9
20110428,28.76
20110429,28.762
20110503,28.702
20110504,28.67
20110505,28.632
20110506,28.778
20110509,28.75
20110510,28.725
20110511,28.65
20110512,28.793
20110513,28.788
20110516,28.888
20110517,28.865
20110518,28.85
20110519,28.852
20110520,28.78
20110523,29.009
20110524,28.93
20110525,29.009
20110526,28.945
20110527,28.888
20110530,28.83
20110531,28.772
20110601,28.7
20110602,28.785
20110603,28.75
20110607,28.735
20110608,28.72
20110609,28.78
20110610,28.835
20110613,28.892
20110614,28.85
20110615,28.86
20110616,29.005
20110617,29
20110620,29
20110621,28.949
20110622,28.879
20110623,28.936
20110624,28.962
20110627,29.01
20110628,28.962
20110629,28.92
20110630,28.802
20110701,28.78
20110704,28.752
20110705,28.801
20110706,28.851
20110707,28.86
20110708,28.795
20110711,28.866
20110712,28.998
20110713,28.9
20110714,28.839
20110715,28.897
20110718,28.96
20110719,28.92
20110720,28.87
20110721,28.89
20110722,28.83
20110725,28.859
20110726,28.829
20110727,28.802
20110728,28.845
20110729,28.89
20110801,28.838
20110802,28.88
20110803,28.938
20110804,28.952
20110805,29.025
20110808,29.025
20110809,29.05
20110810,29.01
20110811,29.06
20110812,29.009
20110815,28.952
20110816,28.948
20110817,28.962
20110818,28.99
20110819,29.076
20110822,29.02
20110823,28.99
20110824,29.025
20110825,29.041
20110826,29.06
20110829,29.039
20110830,29.035
20110831,29.02
20110901,28.96
20110902,29.025
20110905,29.071
20110906,29.112
20110907,29.115
20110908,29.15
20110909,29.221
20110913,29.487
20110914,29.625
20110915,29.635
20110916,29.584
20110919,29.78
20110920,29.888
20110921,29.95
20110922,30.372
20110923,30.388
20110926,30.572
20110927,30.456
20110928,30.41
20110929,30.44
20110930,30.506
20111003,30.587
20111004,30.68
20111005,30.632
20111006,30.612
20111007,30.493
20111011,30.348
20111012,30.4
20111013,30.329
20111014,30.3
20111017,30.1
20111018,30.201
20111019,30.1
20111020,30.269
20111021,30.299
20111024,30.133
20111025,30.125
20111026,30.125
20111027,30.063
20111028,29.869
20111031,29.93
20111101,30.086
20111102,30.118
20111103,30.22
20111104,30.025
20111107,30.108
20111108,30.106
20111109,30.066
20111110,30.262
20111111,30.188
20111114,30.165
20111115,30.21
20111116,30.23
20111117,30.21
20111118,30.257
20111121,30.26
20111122,30.309
20111123,30.395
20111124,30.442
20111125,30.46
20111128,30.452
20111129,30.412
20111130,30.345
20111201,30.146
20111202,30.16
20111205,30.182
20111206,30.225
20111207,30.168
20111208,30.179
20111209,30.239
20111212,30.23
20111213,30.26
20111214,30.29
20111215,30.37
20111216,30.369
20111219,30.398
20111220,30.353
20111221,30.285
20111222,30.325
20111223,30.296
20111226,30.308
20111227,30.312
20111228,30.31
20111229,30.29
20111230,30.29
20120102,30.315
20120103,30.294
20120104,30.29
20120105,30.266
20120106,30.245
20120109,30.205
20120110,30.051
20120111,29.999
20120112,30.002
20120113,30
20120116,30.07
20120117,29.995
20120118,29.978
20120119,29.941
20120120,29.99
20120130,29.786
20120131,29.62
20120201,29.695
20120202,29.55
20120203,29.545
20120204,29.525
20120206,29.6
